image_name,tags
test_31024,clear primary water cultivation agriculture 
file_16912,clear primary partly_cloudy agriculture 
test_24044,cloudy
test_23395,clear primary water road 
test_38720,cloudy
test_15412,primary partly_cloudy agriculture 
test_37381,clear primary 
file_14742,clear primary habitation agriculture road 
file_15719,primary water partly_cloudy agriculture 
test_16945,clear primary habitation agriculture road 
test_21398,clear primary 
test_6890,primary partly_cloudy 
test_9531,clear primary water road 
file_18531,clear primary 
file_19403,clear primary partly_cloudy agriculture road 
test_9178,clear primary 
test_11510,cloudy
test_8696,primary cloudy water haze agriculture 
test_422,clear primary 
file_14808,clear primary water cultivation agriculture road 
test_16691,clear primary 
test_36921,clear primary 
file_6342,clear primary cultivation habitation agriculture road 
file_14790,clear primary water habitation agriculture road 
test_38892,clear primary partly_cloudy 
test_19689,primary water partly_cloudy 
file_3716,clear primary 
file_2717,clear primary cultivation habitation agriculture road 
test_22989,clear primary water cultivation agriculture road 
file_5657,primary water cultivation partly_cloudy agriculture 
test_9743,clear primary cultivation habitation agriculture road 
file_1288,cloudy
file_14183,clear primary agriculture road 
file_14556,clear primary cultivation agriculture 
file_4132,primary haze partly_cloudy agriculture 
file_1133,clear primary water road 
test_24077,primary cloudy partly_cloudy 
test_7044,clear primary water cultivation artisinal_mine habitation agriculture road 
file_17437,primary partly_cloudy agriculture road 
test_32891,cloudy
file_2431,primary water partly_cloudy agriculture 
file_7731,clear primary 
test_19395,clear primary cultivation agriculture road 
test_37239,clear primary water agriculture road 
test_12215,clear primary 
test_27028,clear primary cultivation agriculture 
test_37832,clear primary water artisinal_mine habitation bare_ground agriculture road 
file_10870,clear primary water cultivation habitation agriculture road 
test_40427,clear primary 
file_19608,primary partly_cloudy 
test_24485,clear primary 
test_18365,clear primary water agriculture road 
test_35612,clear primary water 
test_30244,clear primary 
test_38361,clear primary 
test_5800,primary partly_cloudy 
test_12149,clear primary water haze agriculture road 
test_18688,clear primary 
file_14197,primary partly_cloudy 
test_8624,clear primary 
file_8662,primary haze 
test_4697,clear primary 
file_7338,clear primary cultivation agriculture 
test_3211,clear primary water agriculture road 
test_25781,cloudy
test_25360,clear primary habitation agriculture road 
file_9517,primary water partly_cloudy agriculture 
test_37050,clear primary 
test_29753,clear primary partly_cloudy 
file_4425,primary water partly_cloudy agriculture 
test_34502,clear primary 
test_28402,clear primary 
test_2340,clear primary 
test_800,clear primary 
file_15952,clear primary habitation agriculture road 
test_20157,clear primary water artisinal_mine 
test_7744,clear primary cultivation agriculture road 
test_12881,clear primary 
test_26288,clear primary cultivation habitation agriculture road 
test_6590,clear primary water haze agriculture 
test_34058,clear primary 
file_6102,clear primary water cultivation agriculture road 
file_5261,clear primary cultivation agriculture 
test_40068,clear primary 
file_1384,clear primary 
file_13806,clear primary 
file_1004,clear primary 
file_8765,clear primary 
test_38851,clear primary 
test_21370,clear primary partly_cloudy 
test_680,clear primary cultivation habitation agriculture 
file_9174,clear primary 
test_18822,clear primary haze 
test_505,clear primary agriculture road 
test_21243,clear primary 
file_14670,clear primary agriculture road 
file_12025,clear primary water 
test_11410,primary water partly_cloudy agriculture road 
file_8946,clear primary 
test_26741,clear primary water agriculture road 
file_943,clear primary partly_cloudy 
file_17380,clear primary cultivation partly_cloudy agriculture road 
file_5304,clear primary 
file_12290,clear primary 
test_11157,clear primary partly_cloudy 
test_22486,clear primary 
file_13128,clear primary 
test_7481,clear primary 
test_40007,primary partly_cloudy 
test_23960,clear primary haze cultivation agriculture 
test_1215,clear primary water haze agriculture 
test_35436,clear primary 
test_32526,clear primary 
file_13880,primary partly_cloudy 
file_9371,clear primary water 
file_6006,clear primary partly_cloudy 
file_8310,clear primary haze 
test_13231,clear primary cultivation habitation agriculture 
file_1849,clear primary water 
test_20237,clear primary 
file_3340,primary haze 
file_10876,clear primary water agriculture 
test_29517,clear primary 
test_37682,clear primary water road selective_logging 
test_10336,clear primary cultivation agriculture 
test_7486,clear primary agriculture road 
test_19953,clear primary cultivation agriculture road 
test_39023,primary partly_cloudy 
test_19980,clear primary water agriculture road 
test_23531,clear primary haze 
file_10131,clear primary cultivation habitation agriculture road 
test_7755,clear primary 
test_27862,clear primary agriculture 
file_19271,clear primary 
test_11729,clear primary haze agriculture road 
test_6442,clear primary cultivation agriculture 
file_16653,clear primary agriculture 
file_14724,clear primary 
test_12707,clear primary water haze agriculture 
test_35200,primary haze 
test_27825,clear primary water haze 
test_12017,primary partly_cloudy 
test_2185,clear primary partly_cloudy 
file_506,clear primary water haze agriculture 
test_12363,clear primary 
test_16406,primary haze 
file_2835,primary water partly_cloudy 
file_8149,clear primary water 
file_7818,clear primary partly_cloudy agriculture 
test_10769,clear primary water cultivation habitation agriculture road 
test_30306,clear primary 
test_16779,clear primary water haze habitation agriculture road 
test_36556,clear primary partly_cloudy 
test_29250,clear primary 
test_23241,clear primary cultivation agriculture road 
test_28712,clear primary 
test_12913,primary haze 
test_5248,primary haze partly_cloudy agriculture 
test_31637,clear primary 
file_12745,clear primary water road selective_logging 
file_4193,primary haze 
file_12449,clear primary 
test_4193,clear primary cultivation habitation agriculture road 
file_17129,clear primary 
file_15450,clear primary cultivation agriculture 
file_13971,clear primary cultivation agriculture 
test_9200,clear primary 
file_8199,clear primary 
test_801,clear primary partly_cloudy habitation agriculture road 
test_345,primary water partly_cloudy agriculture road 
file_13901,clear primary 
test_31768,primary partly_cloudy agriculture road 
test_12860,clear primary cultivation habitation agriculture road 
test_12822,clear primary 
file_9437,clear primary 
test_37136,clear primary 
file_5544,clear primary 
test_5766,clear primary habitation agriculture road 
test_21042,clear primary 
test_15719,primary partly_cloudy 
test_17097,primary partly_cloudy 
test_36471,cloudy
test_6260,clear primary cultivation agriculture 
test_12982,clear primary haze cultivation agriculture road 
file_3705,clear primary cultivation habitation agriculture 
test_27235,clear primary 
test_31476,cloudy
test_11489,clear primary 
test_3251,primary partly_cloudy agriculture 
test_26875,cloudy
file_8114,cloudy
test_17710,clear primary 
test_17872,clear primary 
file_12305,clear primary 
test_21571,clear primary 
test_31342,clear primary 
file_14331,primary cultivation partly_cloudy agriculture road 
file_19086,clear primary water bare_ground agriculture road 
test_5135,clear primary water agriculture road 
test_29263,clear primary cultivation agriculture 
test_7588,primary partly_cloudy agriculture 
file_7456,clear primary 
test_19815,clear primary 
file_13770,clear primary 
test_10937,clear primary water 
file_7856,clear primary cultivation agriculture 
file_15105,clear primary 
test_4997,primary haze 
file_4700,clear primary 
file_11870,primary partly_cloudy 
file_13158,clear primary cultivation agriculture road 
test_12935,clear primary 
test_21074,primary haze 
test_36137,clear primary partly_cloudy agriculture road 
test_39116,clear primary habitation agriculture road 
test_16860,clear primary 
test_29158,primary partly_cloudy 
file_5199,clear primary agriculture road 
file_8969,primary partly_cloudy 
file_7458,clear primary water agriculture 
test_38031,clear primary 
test_3189,clear primary water 
file_13324,cloudy
file_14511,clear primary water road 
test_6056,clear primary 
test_2798,clear primary 
test_29493,primary haze 
test_3185,clear primary 
file_12207,clear primary 
test_21835,clear primary 
test_25924,clear primary 
test_26287,primary partly_cloudy agriculture 
test_20749,clear primary haze agriculture 
file_7212,clear primary 
test_21615,clear primary cultivation habitation agriculture road 
file_1883,cloudy
test_13835,clear primary habitation agriculture road 
file_14947,primary water partly_cloudy agriculture 
test_21794,clear primary 
test_898,cloudy
test_37693,clear primary agriculture road 
test_2141,clear primary 
file_6926,clear primary water haze cultivation partly_cloudy agriculture 
file_2147,clear primary cultivation partly_cloudy agriculture 
file_9414,clear primary cultivation habitation agriculture road 
test_7447,clear primary agriculture road 
file_16711,clear primary 
test_12733,clear primary haze 
test_2804,clear primary haze agriculture road 
test_22686,clear primary cultivation agriculture 
test_30419,clear primary 
test_39857,clear primary 
test_338,clear primary water agriculture road 
test_20657,clear primary water 
file_8713,clear primary water cultivation 
file_16736,clear primary 
test_14017,primary water cultivation partly_cloudy agriculture road 
test_8429,clear primary 
test_12474,primary cloudy partly_cloudy 
test_18535,primary partly_cloudy 
test_3393,clear primary habitation agriculture road 
test_10705,clear primary cultivation agriculture road 
test_2458,clear primary water haze 
test_2656,clear primary 
test_19179,clear primary 
test_16202,clear primary 
file_14917,clear primary cloudy water 
test_11589,clear primary agriculture road 
file_3211,primary partly_cloudy 
test_11824,clear primary water haze cultivation habitation agriculture road 
test_27286,clear primary water cultivation road 
test_1780,clear primary 
file_441,clear primary 
test_30184,primary partly_cloudy 
file_602,primary partly_cloudy 
test_40064,primary cloudy haze 
test_15796,clear primary 
test_26532,clear primary 
test_6579,clear primary 
test_3028,primary cloudy partly_cloudy 
file_6945,clear primary 
file_15253,clear primary water cultivation agriculture road 
test_38853,clear primary 
file_9143,clear primary cultivation agriculture road 
test_27030,clear primary 
test_31075,cloudy
test_12460,clear primary 
file_9730,clear primary 
file_18087,clear primary 
file_14616,clear primary 
test_20848,clear primary 
test_28410,clear primary 
test_28326,clear primary agriculture 
test_32793,clear primary 
test_28040,primary partly_cloudy 
test_3972,clear primary 
test_1563,clear primary water agriculture road 
test_30199,clear primary partly_cloudy 
file_1423,clear primary cultivation agriculture road 
test_25168,clear primary 
test_20933,clear primary 
file_15460,clear primary habitation agriculture road 
file_13737,clear primary water agriculture road 
test_9868,clear primary habitation agriculture road 
test_32018,clear primary water cultivation agriculture 
file_5552,clear primary partly_cloudy 
file_16222,clear primary cultivation agriculture 
test_26739,primary water cultivation partly_cloudy agriculture 
file_17841,clear primary 
test_25947,primary partly_cloudy 
file_5655,primary water partly_cloudy agriculture 
file_4408,clear primary habitation agriculture road 
file_6944,clear primary haze 
test_17232,clear primary 
test_32749,clear primary partly_cloudy 
test_4839,clear primary agriculture road 
test_19588,clear primary haze 
file_2703,cloudy
test_34416,clear primary partly_cloudy 
test_20170,clear primary habitation bare_ground agriculture road 
test_12803,clear primary 
test_15241,clear primary 
file_3027,clear primary 
test_5426,clear primary water cultivation agriculture road 
file_14041,clear primary agriculture road 
test_39412,primary haze 
test_24631,clear primary water cultivation habitation agriculture road 
file_16670,clear primary haze 
test_22090,clear primary water partly_cloudy agriculture road 
file_8628,clear primary water 
file_2600,clear primary water partly_cloudy 
test_7555,primary partly_cloudy agriculture 
file_6702,clear primary water partly_cloudy bare_ground agriculture road 
test_37632,clear primary 
test_7796,clear primary 
test_26041,primary partly_cloudy 
test_18694,clear primary 
file_4990,clear primary water cultivation agriculture 
test_10489,clear primary 
test_30493,clear primary cultivation agriculture 
test_28916,clear primary 
test_24213,clear primary 
test_26923,clear primary water cultivation bare_ground agriculture road 
test_13546,clear primary 
file_7038,primary haze 
test_3370,clear primary water road 
file_19840,clear primary haze 
test_34600,primary partly_cloudy 
file_13273,clear primary haze 
file_5747,clear primary water habitation agriculture road 
test_4180,clear primary agriculture 
test_33744,clear primary 
file_1940,clear primary water agriculture 
test_28816,clear primary 
file_5873,clear primary 
test_10829,clear primary water road 
file_19166,clear primary 
file_18148,clear primary 
test_40412,clear primary cultivation agriculture 
file_18027,clear primary 
file_15723,clear primary cultivation agriculture 
test_17969,clear primary 
test_29088,clear primary 
file_10802,cloudy
test_13570,clear primary 
test_17628,clear primary water cultivation habitation agriculture road 
test_38217,primary water haze agriculture 
test_23091,clear primary 
test_3252,clear primary water 
test_3877,clear primary agriculture road 
file_17088,clear primary water 
test_24659,clear primary water habitation agriculture road 
test_34417,clear primary agriculture road 
test_28804,clear primary 
file_6742,primary water haze 
test_2383,clear primary water agriculture road 
file_7984,clear primary 
test_1183,clear primary cultivation agriculture 
test_20646,clear primary water cultivation habitation agriculture road 
test_39203,cloudy
test_29939,clear primary water habitation bare_ground agriculture road 
test_26337,clear primary 
file_15878,clear primary agriculture 
test_34127,clear primary water haze agriculture road 
file_13217,clear primary 
test_35043,clear primary habitation road 
file_16439,clear primary 
file_4705,clear primary 
file_16505,clear primary 
file_13867,clear primary 
file_13493,primary partly_cloudy 
test_16060,clear primary cultivation agriculture 
test_11061,clear primary 
test_30614,clear primary water partly_cloudy habitation agriculture road 
test_17443,clear primary 
test_30200,clear primary agriculture road 
file_4337,clear primary 
test_35165,clear primary cultivation habitation agriculture road 
test_8393,clear primary cultivation agriculture road 
test_14803,clear primary 
file_14299,clear primary water partly_cloudy agriculture 
test_29834,clear primary 
test_19064,clear primary partly_cloudy 
test_1396,clear primary water haze 
test_12670,clear primary 
test_8541,clear primary 
test_37499,clear primary 
file_13620,clear primary 
file_15669,clear primary bare_ground agriculture road 
test_23517,cloudy
test_32924,primary partly_cloudy agriculture road 
test_21254,cloudy
file_8517,cloudy
file_19227,clear primary 
file_19273,clear primary water habitation agriculture road 
test_14108,clear primary habitation agriculture road 
test_21046,primary cloudy haze 
file_12757,clear primary cultivation agriculture 
file_5662,clear primary 
test_39658,clear primary 
test_13914,clear primary cultivation agriculture road 
test_20682,clear primary 
test_27818,clear primary road 
test_18499,clear primary 
file_15895,clear primary 
file_13764,primary partly_cloudy agriculture 
file_1150,clear primary water haze agriculture road 
test_701,clear primary habitation agriculture road 
test_22108,clear primary water partly_cloudy agriculture road 
test_21911,clear primary 
test_30139,primary partly_cloudy 
test_24894,clear primary 
file_311,cloudy
test_38451,clear primary partly_cloudy 
test_39581,clear primary 
file_18791,primary water partly_cloudy 
file_558,cloudy
test_19748,clear primary 
file_10471,clear primary 
test_124,clear primary partly_cloudy 
test_32039,clear primary cultivation agriculture 
test_26430,clear primary 
test_23469,clear primary water habitation agriculture road 
test_24056,clear primary 
test_36549,clear primary 
test_22257,clear primary 
test_9747,primary haze 
test_30101,clear primary water habitation agriculture road 
file_3439,clear primary 
file_12418,clear primary water partly_cloudy agriculture 
test_18059,clear primary water agriculture road 
test_22113,clear primary water cultivation partly_cloudy agriculture 
file_10092,primary cloudy partly_cloudy 
test_14188,clear primary 
test_4168,clear primary 
test_9462,cloudy
file_12683,clear primary 
test_31379,primary partly_cloudy habitation agriculture road 
test_27805,clear primary partly_cloudy 
test_33784,cloudy
test_4234,clear primary agriculture 
test_15347,cloudy
test_21940,primary water partly_cloudy agriculture road 
file_166,clear primary cultivation agriculture 
test_24884,clear primary 
file_13642,primary haze agriculture road 
test_13540,clear primary cultivation agriculture road 
test_25370,clear primary cultivation habitation agriculture road 
test_14335,primary partly_cloudy 
test_20167,cloudy
test_36273,clear primary cultivation agriculture road 
file_12349,clear primary 
test_4672,clear primary 
test_22775,clear primary agriculture 
test_10229,primary haze 
file_14618,clear primary haze 
file_13176,clear primary 
test_24025,clear primary water road selective_logging 
test_35633,clear primary agriculture 
test_22298,cloudy
test_10045,clear primary 
file_15923,clear primary 
file_12166,primary partly_cloudy 
file_939,clear primary habitation agriculture road 
test_32134,clear primary 
test_19280,clear primary habitation agriculture road 
test_38100,clear primary 
test_22946,clear primary partly_cloudy 
test_31182,clear primary cultivation agriculture 
file_5506,clear primary water bare_ground agriculture road 
test_36509,clear primary habitation road 
test_20822,clear primary 
test_9054,clear primary 
test_8620,clear primary water cultivation agriculture 
test_17241,cloudy
file_8208,clear primary 
test_24015,clear primary 
file_18852,clear primary habitation agriculture road 
test_28064,clear primary 
test_25465,primary partly_cloudy 
test_35193,clear primary haze agriculture 
file_19105,clear primary water agriculture 
file_13341,clear primary 
test_32105,clear primary haze 
test_26122,clear primary cultivation habitation agriculture road 
test_29016,clear primary water habitation agriculture road 
test_29933,clear primary cultivation habitation agriculture road 
test_13325,clear primary water cultivation partly_cloudy agriculture road 
test_23457,clear primary water road 
test_31541,clear primary cloudy water 
file_11224,clear primary water artisinal_mine habitation agriculture road 
file_14833,clear primary water agriculture 
file_6641,primary water partly_cloudy agriculture 
test_4694,clear primary 
test_2023,clear primary partly_cloudy habitation road 
test_13761,clear primary 
file_14520,clear primary cultivation habitation agriculture road 
file_8689,clear primary 
test_29408,clear primary habitation agriculture road 
test_19985,primary water partly_cloudy agriculture 
test_28971,primary cloudy partly_cloudy agriculture 
test_6460,clear primary water agriculture 
test_39402,primary partly_cloudy 
file_11723,clear primary cultivation habitation agriculture road 
test_16960,clear primary 
test_5476,clear primary cultivation habitation agriculture road 
test_24053,primary water partly_cloudy 
test_26924,clear primary 
file_4948,primary cultivation partly_cloudy agriculture road 
file_11521,clear primary bare_ground agriculture road 
file_19751,clear primary habitation bare_ground agriculture road 
test_1799,clear primary 
test_36082,clear primary 
test_28012,clear primary habitation agriculture road 
file_19251,clear primary 
test_13846,clear primary agriculture 
test_20577,cloudy
file_14627,clear primary 
test_11909,clear primary cultivation habitation agriculture road 
test_26747,clear primary habitation agriculture road 
test_40522,clear primary 
file_2514,clear primary agriculture road 
test_7959,primary partly_cloudy 
test_36236,clear primary 
test_30641,clear primary 
test_7001,clear primary agriculture road 
file_16057,clear primary cultivation habitation agriculture road 
test_39409,clear primary water 
file_2749,primary haze 
test_19694,clear primary 
test_5567,primary cloudy partly_cloudy 
file_14714,clear primary water cultivation partly_cloudy agriculture road 
test_11323,cloudy
file_19130,clear primary water haze 
test_21030,clear primary water agriculture 
test_23553,clear primary cultivation habitation agriculture road 
file_19162,clear primary water cultivation habitation agriculture road 
test_17603,clear primary habitation road 
test_15172,clear primary 
test_20660,clear primary water agriculture 
test_50,clear primary 
file_11074,clear primary 
test_36914,clear primary partly_cloudy habitation agriculture road 
test_27097,clear primary 
test_10656,clear primary 
test_3239,clear primary cultivation agriculture road 
file_4868,clear primary water cultivation agriculture 
test_29639,primary partly_cloudy 
test_39545,clear primary water agriculture 
file_18291,clear primary water agriculture 
test_24018,cloudy
test_3566,clear primary partly_cloudy agriculture road 
file_3776,clear primary 
file_8737,clear primary 
file_20328,clear primary 
file_10893,clear primary 
file_6897,primary partly_cloudy 
file_1507,clear primary cultivation partly_cloudy habitation agriculture road 
test_27694,clear primary 
test_24744,clear primary 
file_18595,clear primary water 
test_5749,clear primary 
file_14116,clear primary cultivation agriculture 
file_19347,primary partly_cloudy 
test_11746,clear primary water 
test_6497,cloudy
test_14240,clear primary 
test_14114,clear primary 
file_20440,clear primary 
file_13013,primary haze 
test_37190,primary water cultivation partly_cloudy agriculture road 
test_4320,clear primary cultivation agriculture 
file_13377,primary cultivation partly_cloudy habitation agriculture road 
file_8222,clear primary water artisinal_mine bare_ground agriculture 
file_6349,clear primary cultivation habitation agriculture road 
file_9619,clear primary 
file_1695,primary partly_cloudy 
test_901,clear primary 
file_4061,clear primary 
test_12829,clear primary 
test_19134,clear primary water agriculture road 
test_11789,clear primary 
test_36359,clear primary 
file_12667,primary haze 
test_38691,clear primary 
test_26129,cloudy
test_15978,primary cloudy partly_cloudy agriculture 
test_25799,clear primary 
test_36586,clear primary water agriculture 
test_28607,clear primary 
test_10813,clear primary 
test_12952,primary partly_cloudy 
test_31020,clear primary cultivation habitation agriculture road 
test_2911,clear primary cultivation habitation agriculture road 
file_7292,clear primary 
file_14096,clear primary cultivation agriculture 
test_35286,clear primary water agriculture road 
test_17068,primary cultivation partly_cloudy agriculture 
file_1224,clear primary 
test_7357,clear primary habitation bare_ground agriculture road 
test_7879,clear primary 
test_4564,clear primary selective_logging 
test_24427,clear primary water artisinal_mine agriculture 
file_9760,clear primary haze 
file_9449,clear primary 
file_9981,clear primary cultivation agriculture road 
file_7026,primary partly_cloudy 
test_36283,primary haze 
file_1696,clear primary water partly_cloudy agriculture 
file_12475,clear primary water habitation agriculture road 
file_17122,primary partly_cloudy 
test_33256,clear primary 
file_12286,clear primary water partly_cloudy agriculture 
test_24903,clear primary habitation agriculture road 
test_28824,clear primary agriculture 
file_19138,clear primary 
test_15938,clear primary 
file_16860,primary cloudy haze 
test_9447,clear primary water 
test_23486,cloudy
test_21929,clear primary 
test_5260,clear primary bare_ground agriculture road 
test_4950,clear primary cultivation agriculture road 
file_19136,primary partly_cloudy 
file_8947,clear primary 
test_1083,clear primary habitation agriculture road 
test_23236,clear primary cultivation habitation agriculture 
file_14570,clear primary cultivation agriculture road 
test_3981,clear primary water agriculture road 
file_14985,cloudy
test_216,clear primary agriculture road 
test_36306,clear primary water cultivation partly_cloudy agriculture road 
test_87,primary partly_cloudy 
test_7363,clear primary 
test_27025,clear primary partly_cloudy agriculture road 
test_24916,clear primary 
test_3336,clear primary habitation agriculture road 
test_24491,clear primary 
test_6002,clear primary agriculture road selective_logging 
test_443,primary partly_cloudy agriculture road 
test_16177,clear primary 
file_13306,primary partly_cloudy 
test_24386,cloudy
test_957,primary water partly_cloudy agriculture 
test_26004,cloudy
test_28373,clear primary water bare_ground agriculture road 
test_12244,clear primary 
test_37720,clear primary water cultivation 
file_5814,clear primary 
file_11603,primary partly_cloudy 
test_25894,clear primary water partly_cloudy habitation agriculture road 
test_16456,clear primary 
test_1500,clear primary 
file_12837,clear primary 
file_545,clear primary water partly_cloudy agriculture road 
file_6104,clear primary 
test_22598,clear primary 
test_11506,primary cloudy water haze 
test_11800,clear primary water cultivation artisinal_mine agriculture road 
test_16580,clear primary 
file_11286,primary cloudy partly_cloudy 
test_18125,clear primary cultivation habitation agriculture 
file_1865,clear primary water partly_cloudy agriculture road 
test_31648,primary partly_cloudy 
test_28973,clear primary water 
file_7060,clear primary road 
test_17594,primary partly_cloudy 
test_26732,clear primary haze agriculture 
test_6050,clear primary water agriculture road 
test_16373,cloudy
test_7705,primary cultivation partly_cloudy agriculture 
test_36265,clear primary cultivation agriculture road 
file_8965,clear primary 
file_17568,clear primary water artisinal_mine agriculture road 
test_13925,clear primary water artisinal_mine bare_ground agriculture road 
test_21251,clear primary 
test_4025,primary haze 
test_31579,clear primary 
test_28104,primary partly_cloudy 
test_28307,clear primary 
test_11899,primary partly_cloudy 
file_7004,primary haze partly_cloudy agriculture 
test_10692,clear primary partly_cloudy agriculture 
test_33878,clear primary water partly_cloudy agriculture road 
test_9242,clear primary 
file_8022,primary partly_cloudy agriculture 
test_19598,clear primary 
test_33638,clear primary 
test_36135,primary water haze agriculture 
test_34919,primary partly_cloudy 
test_36729,clear primary 
file_3552,primary haze 
file_17409,clear primary 
file_13070,clear primary 
file_16278,clear primary water habitation agriculture road 
test_40477,primary cultivation partly_cloudy agriculture 
file_6670,clear primary agriculture road 
file_12690,clear primary cultivation agriculture 
test_32168,clear primary 
test_6888,clear primary water 
file_12991,cloudy
test_33749,clear primary 
file_10886,clear primary 
test_9716,primary partly_cloudy agriculture 
test_2186,primary partly_cloudy 
file_18165,clear primary 
test_12412,primary partly_cloudy 
file_8456,clear primary water agriculture 
test_4381,clear primary cultivation habitation agriculture road 
file_2084,clear primary 
file_17471,clear primary water cultivation habitation agriculture road 
test_4001,clear primary cultivation agriculture 
test_3257,clear primary 
test_35483,clear primary haze 
test_30498,clear primary water 
test_13611,clear primary 
file_18742,clear primary 
test_14300,clear primary 
test_34486,clear primary cultivation agriculture 
test_13703,primary partly_cloudy agriculture 
test_5979,primary partly_cloudy 
test_20921,clear primary cultivation agriculture 
test_582,clear primary 
test_35819,clear primary water agriculture 
file_4131,clear primary 
test_29451,clear primary water cultivation 
test_24644,clear primary agriculture road 
test_29903,clear primary water agriculture 
test_12616,primary partly_cloudy 
file_4934,clear primary 
test_21848,clear primary haze 
test_17117,clear primary habitation bare_ground agriculture road 
file_18617,clear primary water cultivation agriculture 
file_12802,clear primary water cultivation habitation agriculture 
test_2675,clear primary 
file_2220,primary water partly_cloudy agriculture 
test_33754,primary partly_cloudy 
test_1355,clear primary water agriculture road 
file_13336,clear primary cultivation habitation agriculture road 
file_9672,clear primary cultivation partly_cloudy habitation agriculture road 
file_4676,clear primary 
file_6894,cloudy
file_2475,clear primary 
test_962,clear primary 
test_16977,clear primary 
file_3133,clear primary 
file_6001,clear primary 
file_19704,clear primary haze agriculture 
test_18882,clear primary haze partly_cloudy 
file_18398,clear primary water partly_cloudy habitation agriculture road 
test_30190,clear primary partly_cloudy agriculture 
test_20506,clear primary water cultivation agriculture road 
test_5844,primary cultivation partly_cloudy habitation agriculture road 
test_15742,clear primary water partly_cloudy habitation agriculture road 
file_5726,clear primary 
test_13422,clear primary agriculture road 
file_6942,clear primary water cultivation habitation agriculture road selective_logging 
file_6187,clear primary haze 
file_1263,clear primary 
test_19504,clear primary 
file_7939,clear primary cultivation agriculture 
file_16079,clear primary agriculture 
test_19913,primary partly_cloudy agriculture 
file_4931,clear primary water cultivation habitation agriculture road 
test_29317,cloudy
test_37634,clear primary water cultivation agriculture road 
test_35883,cloudy
test_31094,clear primary habitation agriculture road 
test_15610,clear primary water habitation agriculture road 
test_2356,clear primary 
test_12542,primary partly_cloudy agriculture 
test_15281,clear primary cultivation agriculture 
file_1558,clear primary agriculture road 
file_12415,clear primary agriculture 
test_8424,primary water partly_cloudy 
test_11256,cloudy
file_14532,clear primary bare_ground agriculture road 
test_19737,clear primary 
test_1866,clear primary 
file_19970,clear primary 
test_38702,primary partly_cloudy 
test_6707,clear primary 
test_27026,clear primary 
file_4227,cloudy
test_38456,clear primary water cultivation habitation agriculture road 
test_37687,primary partly_cloudy 
test_12524,clear primary water 
test_8913,clear primary cultivation agriculture 
test_39246,primary partly_cloudy 
test_23461,clear primary agriculture 
test_30016,cloudy
file_5232,primary haze 
test_37109,clear primary 
test_35134,clear primary 
test_12553,clear primary agriculture 
file_853,clear primary haze cultivation habitation agriculture road 
file_658,clear primary 
test_22397,clear primary water haze road 
test_15458,clear primary cultivation agriculture 
test_10713,clear primary 
test_23194,clear primary water agriculture road 
test_32630,clear primary agriculture 
file_1021,primary water partly_cloudy agriculture road 
test_10087,clear primary 
test_30208,clear primary water habitation agriculture road 
test_33699,clear primary haze 
file_3147,clear primary water cultivation agriculture 
test_3094,primary partly_cloudy 
test_5334,clear primary partly_cloudy 
test_9809,clear primary partly_cloudy agriculture 
test_31500,clear primary 
test_28080,clear primary 
file_11221,clear primary water agriculture road 
test_10501,clear primary 
file_11088,clear primary cultivation agriculture 
test_7362,primary partly_cloudy 
file_7708,clear primary water cultivation habitation agriculture road 
test_33031,primary cultivation partly_cloudy agriculture road 
file_2110,clear primary habitation agriculture road 
test_33525,clear primary water agriculture road 
file_18429,clear primary partly_cloudy 
test_31185,cloudy
test_5054,clear primary 
test_15631,clear primary 
file_5405,clear primary 
file_8007,primary partly_cloudy agriculture 
test_18764,clear primary water haze 
file_4758,clear primary 
test_26814,clear primary habitation agriculture road 
test_27023,primary haze 
test_12779,clear primary cultivation habitation agriculture road 
file_16303,primary partly_cloudy 
test_6151,clear primary water artisinal_mine bare_ground agriculture road 
file_10447,clear primary 
file_18153,clear primary water cultivation habitation bare_ground agriculture road 
test_6390,cloudy
test_29351,clear primary water partly_cloudy agriculture road 
test_40255,clear primary water agriculture road 
file_20212,clear primary 
file_17787,clear primary partly_cloudy agriculture road 
file_3832,clear primary 
test_2263,clear primary water agriculture road 
file_10219,clear primary haze agriculture road 
test_8061,cloudy
test_15462,clear primary 
test_2373,clear primary 
file_11112,clear primary 
test_38420,clear primary 
file_808,clear primary 
test_5547,clear primary 
test_32240,clear primary cultivation agriculture road 
test_12391,primary water partly_cloudy agriculture road 
test_26245,clear primary 
file_665,clear primary 
test_32275,cloudy
file_16025,primary haze 
test_39214,clear primary water agriculture 
test_4253,cloudy
file_1793,primary water cultivation partly_cloudy agriculture 
test_35667,clear primary water cultivation agriculture road 
file_12113,cloudy
file_15626,clear primary 
file_5687,clear primary 
test_10293,primary cloudy water haze partly_cloudy agriculture 
file_17321,clear primary water artisinal_mine habitation agriculture road 
test_31277,clear primary 
file_11109,clear primary 
file_15020,clear primary 
test_9593,clear primary water partly_cloudy 
test_12183,primary water partly_cloudy agriculture road 
test_22690,clear primary water habitation agriculture road 
test_27835,clear primary cultivation agriculture 
test_34538,clear primary 
file_9050,clear primary 
test_39172,clear primary agriculture 
file_12713,clear primary haze 
test_31325,clear primary cultivation agriculture road 
file_19466,clear primary habitation agriculture road 
file_13357,clear primary 
file_19371,clear primary 
test_32617,clear primary partly_cloudy agriculture 
test_6126,clear primary bare_ground agriculture road 
